Mod:Item:MetaData, Localized Name
TaintedMagic:ItemSalis:1, Salis Aevum
TaintedMagic:ItemGateKey, Celestial Gate Key
TaintedMagic:ItemWarpFertilizer, Warping Fertilizer
TaintedMagic:ItemWarpedGoggles, Warped Goggles of Revealing
TaintedMagic:ItemVoidFortressHelmet, Void Fortress Helm
TaintedMagic:ItemVoidFortressChestplate, Void Fortress Cuirass
TaintedMagic:ItemVoidFortressLeggings, Void Fortress Thigh Guards
TaintedMagic:ItemVoidwalkerBoots, Boots of the Voidwalker
TaintedMagic:ItemVoidwalkerSash, Voidwalker's Sash of Runic Shielding
TaintedMagic:ItemShadowFortressHelmet, Shadow Fortress Helm
TaintedMagic:ItemShadowFortressChestplate, Shadow Fortress Cuirass
TaintedMagic:ItemShadowFortressLeggings, Shadow Fortress Thigh Guards
TaintedMagic:ItemVoidmetalGoggles, Void Metal Goggles of Revealing
TaintedMagic:ItemLumosRing, Ring of Lumos
TaintedMagic:ItemWandRod:0, Warpwood Rod
TaintedMagic:ItemWandRod:1, Warpwood Staff Core
TaintedMagic:ItemWandCap:0, Shadow Metal Cap
TaintedMagic:ItemWandCap:1, Enchanted Cloth Cap
TaintedMagic:ItemWandCap:2, Crimson-stained Cloth Cap
TaintedMagic:ItemWandCap:3, Shadow-imbued Cloth Cap
TaintedMagic:ItemFocusTaintSwarm, Wand Focus: Taint Swarm
TaintedMagic:ItemFocusDarkMatter, Wand Focus: Dark Matter
TaintedMagic:ItemFocusMageMace, Wand Focus: Mage's Mace
TaintedMagic:ItemFocusShockwave, Wand Focus: Shockwave
TaintedMagic:ItemFocusVisShard, Wand Focus: Vis Shard
TaintedMagic:ItemFocusLumos, Wand Focus: Lumos
TaintedMagic:ItemThaumicDisassembler, Thaumic Disassembler
TaintedMagic:ItemHollowDagger, Hollow Dagger
TaintedMagic:ItemShadowmetalHoe, Shadow Metal Hoe
TaintedMagic:ItemShadowmetalPick, Shadow Metal Pickaxe
TaintedMagic:ItemShadowmetalAxe, Shadow Metal Axe
TaintedMagic:ItemShadowmetalSpade, Shadow Metal Shovel
TaintedMagic:ItemShadowmetalSword, Shadow Metal Blade
TaintedMagic:ItemPrimalBlade, Primal Blade
TaintedMagic:ItemKatana:0, Thaumium Fortress Blade
TaintedMagic:ItemKatana:1, Void Metal Fortress Blade
TaintedMagic:ItemKatana:2, Shadow Metal Fortress Blade
thaumicdyes:CultistRobeHelm, Cultist Hood 
thaumicdyes:CultistRobeChest, Cultist Robe 
thaumicdyes:CultistRobeLegs, Cultist Leggings 
thaumicdyes:FortressHelm, Enhanced Fortress Helmet 
thaumicdyes:FortressChest, Enhanced Fortress Cuirass 
thaumicdyes:FortressLegs, Enhanced Fortress Thigh Guards 
thaumicdyes:CultistLeaderHelm, Praetor Helmet 
thaumicdyes:CultistLeaderChest, Praetor Chestplate 
thaumicdyes:CultistLeaderLegs, Praetor Greaves 
thaumicdyes:CultistPlateHelm, Cultist Helmet 
thaumicdyes:CultistPlateChest, Cultist Chestplate 
thaumicdyes:CultistPlateLegs, Cultist Greaves 
thaumicdyes:InhabitedPlateHelm, Husk Helmet
thaumicdyes:InhabitedPlateChest, Husk Chestplate
thaumicdyes:InhabitedPlateLegs, Husk Greaves
thaumicdyes:IronFortressHelm, Iron Fortress Helmet
thaumicdyes:IronFortressChest, Iron Fortress Cuirass 
thaumicdyes:IronFortressLegs, Iron Fortress Thigh Guards 
thaumicdyes:CultistRangerHelm, Crimson Ranger Helm
thaumicdyes:CultistRangerChest, Crimson Ranger Chestplate
thaumicdyes:CultistRangerLegs, Crimson Ranger Leggings
thaumicdyes:CultistRangerHelmDyed, Ranger Helm
thaumicdyes:CultistRangerChestDyed, Ranger Chestplate
thaumicdyes:CultistRangerLegsDyed, Ranger Leggings
thaumicdyes:VoidRobeHelm, Bleached Void Robe Hood
thaumicdyes:VoidRobeChest, Bleached Void Robe
thaumicdyes:VoidRobeLegs, Bleached Void Robe Leggings
thaumicdyes:ThaumiumRobeHelm, Thaumium Robe Hood
thaumicdyes:ThaumiumRobeChest, Thaumium Robe
thaumicdyes:ThaumiumRobeLegs, Thaumium Robe Leggings
thaumicdyes:BootsThaumiumTraveller, Thaumium Boots of the Explorer
thaumicdyes:BootsVoidTraveller, Void Boots of the Wanderer
thaumicdyes:CultistArcherHelm, Crimson Archer Helm
thaumicdyes:CultistArcherChest, Crimson Archer Chestplate
thaumicdyes:CultistArcherLegs, Crimson Archer Greaves
thaumicdyes:CultistPaladinHelm, Crimson Paladin Helm
thaumicdyes:CultistArcherHelmDyed, Archer Helm
thaumicdyes:CultistArcherChestDyed, Archer Chestplate
thaumicdyes:CultistArcherLegsDyed, Archer Greaves
thaumicdyes:ItemResourceFabric, Crimson Weave
thaumicdyes:SunKnightHelm, Solaire Helm
thaumicdyes:SunKnightChest, Solaire Chestplate
thaumicdyes:ItemRunicHelmet, Runic Headpiece
thaumicdyes:ItemRunicChest, Runic Chestpiece
thaumicdyes:ItemRunicLegs, Runic Legpiece
thaumicdyes:ItemRunicBoots, Runic Footpiece
thaumicdyes:ItemRunicGoggles, Runic Goggles of Revealing
thaumicdyes:ItemRunicBootsTraveller, Runic Boots of the Traveller
thaumicdyes:ItemMaskEvil, Mask of Cruelty 
thaumicdyes:ItemRunicHelmetEnhanced, Enhanced Runic Headpiece
thaumicdyes:ItemRunicChestEnhanced, Enhanced Runic Chestpiece
thaumicdyes:ItemRunicLegsEnhanced, Enhanced Runic Legpiece
thaumicdyes:ItemRunicBootsEnhanced, Enhanced Runic Footpiece
thaumicdyes:ItemRunicHelmetPrimal, Abyssal Runic Helm
thaumicdyes:ItemRunicChestPrimal, Abyssal Runic Chestplate
thaumicdyes:ItemRunicLegsPrimal, Abyssal Runic Greaves
thaumicdyes:ItemRunicBootsPrimal, Abyssal Runic Boots
ThaumicExploration:transmutationCore, Transmutative Rod
ThaumicExploration:transmutationStaffCore, Transmutative Staff Core
ThaumicExploration:talismanFood, Talisman of Nourishment
ThaumicExploration:amberCore, Amber Rod
ThaumicExploration:amberStaffCore, Amber Staff Core
ThaumicExploration:necroStaffCore, Necromancer's Staff Core
ThaumicExploration:sojournerCap, Sojourner's Cap
ThaumicExploration:sojournerCapUncharged, Inert Sojourner's Cap
ThaumicExploration:mechanistCap, Mechanist's Cap
ThaumicExploration:mechanistCapUncharged, Inert Mechanist's Cap
ThaumicExploration:pureZombieBrain, Cured Zombie Brain
ThaumicExploration:blankSeal:0, Dark Blank Seal
ThaumicExploration:blankSeal:1, Red Blank Seal
ThaumicExploration:blankSeal:2, Green Blank Seal
ThaumicExploration:blankSeal:3, Brown Blank Seal
ThaumicExploration:blankSeal:4, Blue Blank Seal
ThaumicExploration:blankSeal:5, Purple Blank Seal
ThaumicExploration:blankSeal:6, Cyan Blank Seal
ThaumicExploration:blankSeal:7, Light Gray Blank Seal
ThaumicExploration:blankSeal:8, Gray Blank Seal
ThaumicExploration:blankSeal:9, Pink Blank Seal
ThaumicExploration:blankSeal:10, Lime Blank Seal
ThaumicExploration:blankSeal:11, Yellow Blank Seal
ThaumicExploration:blankSeal:12, Light Blue Blank Seal
ThaumicExploration:blankSeal:13, Magenta Blank Seal
ThaumicExploration:blankSeal:14, Orange Blank Seal
ThaumicExploration:blankSeal:15, Pale Blank Seal
ThaumicExploration:chestSeal:0, Dark Chest Binding Seal
ThaumicExploration:chestSeal:1, Red Chest Binding Seal
ThaumicExploration:chestSeal:2, Green Chest Binding Seal
ThaumicExploration:chestSeal:3, Brown Chest Binding Seal
ThaumicExploration:chestSeal:4, Blue Chest Binding Seal
ThaumicExploration:chestSeal:5, Purple Chest Binding Seal
ThaumicExploration:chestSeal:6, Cyan Chest Binding Seal
ThaumicExploration:chestSeal:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSeal:8, Gray Chest Binding Seal
ThaumicExploration:chestSeal:9, Pink Chest Binding Seal
ThaumicExploration:chestSeal:10, Lime Chest Binding Seal
ThaumicExploration:chestSeal:11, Yellow Chest Binding Seal
ThaumicExploration:chestSeal:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSeal:13, Magenta Chest Binding Seal
ThaumicExploration:chestSeal:14, Orange Chest Binding Seal
ThaumicExploration:chestSeal:15, Pale Chest Binding Seal
ThaumicExploration:chestSealLinked:0, Dark Chest Binding Seal
ThaumicExploration:chestSealLinked:1, Red Chest Binding Seal
ThaumicExploration:chestSealLinked:2, Green Chest Binding Seal
ThaumicExploration:chestSealLinked:3, Brown Chest Binding Seal
ThaumicExploration:chestSealLinked:4, Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:5, Purple Chest Binding Seal
ThaumicExploration:chestSealLinked:6, Cyan Chest Binding Seal
ThaumicExploration:chestSealLinked:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:8, Gray Chest Binding Seal
ThaumicExploration:chestSealLinked:9, Pink Chest Binding Seal
ThaumicExploration:chestSealLinked:10, Lime Chest Binding Seal
ThaumicExploration:chestSealLinked:11, Yellow Chest Binding Seal
ThaumicExploration:chestSealLinked:12, Light Blue Chest Binding Seal
ThaumicExploration:chestSealLinked:13, Magenta Chest Binding Seal
ThaumicExploration:chestSealLinked:14, Orange Chest Binding Seal
ThaumicExploration:chestSealLinked:15, Pale Chest Binding Seal
ThaumicExploration:jarSeal:0, Dark Jar Binding Seal
ThaumicExploration:jarSeal:1, Red Jar Binding Seal
ThaumicExploration:jarSeal:2, Green Jar Binding Seal
ThaumicExploration:jarSeal:3, Brown Jar Binding Seal
ThaumicExploration:jarSeal:4, Blue Jar Binding Seal
ThaumicExploration:jarSeal:5, Purple Jar Binding Seal
ThaumicExploration:jarSeal:6, Cyan Jar Binding Seal
ThaumicExploration:jarSeal:7, Light Gray Jar Binding Seal
ThaumicExploration:jarSeal:8, Gray Jar Binding Seal
ThaumicExploration:jarSeal:9, Pink Jar Binding Seal
ThaumicExploration:jarSeal:10, Lime Jar Binding Seal
ThaumicExploration:jarSeal:11, Yellow Jar Binding Seal
ThaumicExploration:jarSeal:12, Light Blue Jar Binding Seal
ThaumicExploration:jarSeal:13, Magenta Jar Binding Seal
ThaumicExploration:jarSeal:14, Orange Jar Binding Seal
ThaumicExploration:jarSeal:15, Pale Jar Binding Seal
ThaumicExploration:charmNoTaint, Wispy Dreamcatcher
ThaumicExploration:bootsMeteor, Boots of the Meteor
ThaumicExploration:bootsComet, Boots of the Comet
ThaumicExploration:taintBerry, Taintberry
ThaumicExploration:tentacleRing, Taintacle Ring
ThaumicExploration:stabilizerBelt, Thaumostatic Stabilizer
ThaumicExploration:discountRing, item.thaumicexploration:discountRing.name
thaumicenergistics:part.base:0, Essentia Import Bus
thaumicenergistics:part.base:1, Essentia Level Emitter
thaumicenergistics:part.base:2, Essentia Storage Bus
thaumicenergistics:part.base:3, Essentia Export Bus
thaumicenergistics:part.base:4, Essentia Terminal
thaumicenergistics:part.base:5, Arcane Crafting Terminal
thaumicenergistics:part.base:6, Vis Relay Interface
thaumicenergistics:part.base:7, Essentia Storage Monitor
thaumicenergistics:part.base:8, Essentia Conversion Monitor
thaumicenergistics:storage.essentia:0, 1k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:1, 4k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:2, 16k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:3, 64k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:4, Creative Essentia Storage Cell
thaumicenergistics:storage.component:0, 1k ME Essentia Storage Component
thaumicenergistics:storage.component:1, 4k ME Essentia Storage Component
thaumicenergistics:storage.component:2, 16k ME Essentia Storage Component
thaumicenergistics:storage.component:3, 64k ME Essentia Storage Component
thaumicenergistics:storage.casing, ME Essentia Storage Housing
thaumicenergistics:material:0, Diffusion Core
thaumicenergistics:material:1, Coalescence Core
thaumicenergistics:material:2, Iron Gear
thaumicenergistics:wireless.essentia.terminal, Wireless Essentia Terminal
thaumicenergistics:knowledge.core, Knowledge Core
thaumicenergistics:focus.aewrench, Wand Focus: AE Wrench
thaumicenergistics:golem.wifi.backpack, Wireless Golem Backpack
ThaumicHorizons:spawnerEgg:0, Spawn Chromatic Sheep
ThaumicHorizons:spawnerEgg:1, Spawn Self-Shearing Sheep
ThaumicHorizons:spawnerEgg:2, Spawn Guardian Panther
ThaumicHorizons:spawnerEgg:3, Spawn Gravekeeper
ThaumicHorizons:spawnerEgg:4, Spawn Familiar
ThaumicHorizons:spawnerEgg:5, Spawn Chocolate Cow
ThaumicHorizons:spawnerEgg:6, Spawn Scholar's Chicken
ThaumicHorizons:spawnerEgg:7, Spawn Golden Chicken
ThaumicHorizons:spawnerEgg:8, Spawn Ore Boar
ThaumicHorizons:spawnerEgg:9, Spawn Taintfeeder
ThaumicHorizons:spawnerEgg:10, Spawn Endersteed
ThaumicHorizons:spawnerEgg:11, Spawn Seawolf
ThaumicHorizons:spawnerEgg:12, Spawn Nether Hound
ThaumicHorizons:spawnerEgg:13, Spawn Lunar Wolf
ThaumicHorizons:spawnerEgg:14, Spawn Zombie Horse
ThaumicHorizons:spawnerEgg:15, Spawn Skeletal Horse
ThaumicHorizons:spawnerEgg:16, Spawn Nightmare
ThaumicHorizons:spawnerEgg:17, Spawn Meat Slime
ThaumicHorizons:spawnerEgg:18, Spawn Mercurial Slime
ThaumicHorizons:spawnerEgg:19, Spawn Volt Slime
ThaumicHorizons:spawnerEgg:20, Spawn Medslime
ThaumicHorizons:spawnerEgg:21, Spawn Sheeder
ThaumicHorizons:spawnerEgg:22, Spawn Lost Soul
ThaumicHorizons:eggIncubated, item.null.name
ThaumicHorizons:lensFire, item.null.name
ThaumicHorizons:lensWater, item.null.name
ThaumicHorizons:lensAir, item.null.name
ThaumicHorizons:lensEarth, item.null.name
ThaumicHorizons:lensOrderEntropy, item.null.name
ThaumicHorizons:lensCase, item.null.name
ThaumicHorizons:focusContainment, item.null.name
ThaumicHorizons:focusLiquefaction, item.null.name
ThaumicHorizons:focusDisintegration, item.null.name
ThaumicHorizons:focusIllumination:0, Wand Focus: Illumination (Black)
ThaumicHorizons:focusIllumination:1, Wand Focus: Illumination (Red)
ThaumicHorizons:focusIllumination:2, Wand Focus: Illumination (Green)
ThaumicHorizons:focusIllumination:3, Wand Focus: Illumination (Brown)
ThaumicHorizons:focusIllumination:4, Wand Focus: Illumination (Blue)
ThaumicHorizons:focusIllumination:5, Wand Focus: Illumination (Purple)
ThaumicHorizons:focusIllumination:6, Wand Focus: Illumination (Cyan)
ThaumicHorizons:focusIllumination:7, Wand Focus: Illumination (Silver)
ThaumicHorizons:focusIllumination:8, Wand Focus: Illumination (Gray)
ThaumicHorizons:focusIllumination:9, Wand Focus: Illumination (Pink)
ThaumicHorizons:focusIllumination:10, Wand Focus: Illumination (Lime)
ThaumicHorizons:focusIllumination:11, Wand Focus: Illumination (Yellow)
ThaumicHorizons:focusIllumination:12, Wand Focus: Illumination (Light Blue)
ThaumicHorizons:focusIllumination:13, Wand Focus: Illumination (Magenta)
ThaumicHorizons:focusIllumination:14, Wand Focus: Illumination (Orange)
ThaumicHorizons:focusIllumination:15, Wand Focus: Illumination (White)
ThaumicHorizons:focusAnimation, item.null.name
ThaumicHorizons:amuletMirror:0, Mirrored Amulet
ThaumicHorizons:syringeEmpty, item.null.name
ThaumicHorizons:syringeBlood:0, Blood Syringe
ThaumicHorizons:syringeBlood:1, Blast Phial
ThaumicHorizons:syringeBloodSample, item.null.name
ThaumicHorizons:injector, item.null.name
ThaumicHorizons:corpseEffigy, item.null.name
ThaumicHorizons:nutrients, item.null.name
ThaumicHorizons:dummy, item.null.name
ThaumicHorizons:barChocolate, item.null.name
ThaumicHorizons:bucketChocolate, item.null.name
ThaumicHorizons:iceCream, item.null.name
ThaumicHorizons:inkEgg, item.null.name
ThaumicHorizons:goldEgg, item.null.name
ThaumicHorizons:infusionCheat, item.null.name
ThaumicHorizons:infusionSelfCheat, item.null.name
ThaumicHorizons:suicidePill, item.null.name
ThaumicHorizons:golemPowder, item.null.name
ThaumicHorizons:golemPlacer:0, Animated Golem
ThaumicHorizons:golemPlacer:1, Animated Golem
ThaumicHorizons:golemPlacer:2, Animated Golem
ThaumicHorizons:golemPlacer:3, Animated Golem
ThaumicHorizons:golemPlacer:4, Animated Golem
ThaumicHorizons:golemPlacer:5, Animated Golem
ThaumicHorizons:golemPlacer:6, Animated Golem
ThaumicHorizons:golemPlacer:7, Animated Golem
ThaumicHorizons:Golemancy Bell TH, item.null.name
ThaumicHorizons:boatGreatwood, item.null.name
ThaumicHorizons:boatThaumium, item.null.name
ThaumicHorizons:dummyVat, item.null.name
ThaumicHorizons:keystoneTH, item.null.name
ThaumicHorizons:planarConduit, item.null.name
ThaumicHorizons:wandCastingDisposable:0, Disposable Crystalline Wand
ThaumicHorizons:crystalWand, item.null.name
ThaumicHorizons:voidPutty, item.null.name
ThaumicHorizons:meatTH, item.null.name
ThaumicHorizons:meatCookedTH, item.null.name
ThaumicHorizons:meatNuggetTH, item.null.name
ThaumicHorizons:nodeCheat, Node Opener
TravellersGear:simpleGear:0, Cloak
TravellersGear:simpleGear:1, Belt
TravellersGear:simpleGear:2, Gold Ring
TravellersGear:simpleGear:3, Silver Ring
TravellersGear:simpleGear:4, Pauldrons
TravellersGear:simpleGear:5, Vambraces
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
WitchingGadgets:item.WG_Material:0, Yarn
WitchingGadgets:item.WG_Material:1, Golden Thread
WitchingGadgets:item.WG_Material:2, Thaumium Thread
WitchingGadgets:item.WG_Material:3, Cloth of Spacious Folds
WitchingGadgets:item.WG_Material:4, Golden Fabric
WitchingGadgets:item.WG_Material:5, Bewitched Fleece
WitchingGadgets:item.WG_Material:6, Wolf Pelt
WitchingGadgets:item.WG_Material:7, Arcane Abacus
WitchingGadgets:item.WG_Material:8, Gemcutter's Tools
WitchingGadgets:item.WG_Material:9, Iconographic Plate
WitchingGadgets:item.WG_Material:10, Developed Iconograph
WitchingGadgets:item.WG_Material:11, Guiding Thread
WitchingGadgets:item.WG_Material:12, Powerless Pearl
WitchingGadgets:item.WG_Material:13, Gemstone Dust
WitchingGadgets:item.WG_Material:18, Gold Coin
WitchingGadgets:item.WG_ThaumiumShears, Thaumium Shears
WitchingGadgets:item.WG_AdvancedRobeChest, Bewitched Robe
WitchingGadgets:item.WG_AdvancedRobeLegs, Bewitched Leggings
WitchingGadgets:item.WG_MagicFood:0, Sweetwart
WitchingGadgets:item.WG_MagicFood:1, Nethercake
WitchingGadgets:item.WG_AdvancedScribingTools, Illuminated Scribing Tools
WitchingGadgets:item.WG_Baubles:0, Seraph's Shoulders
WitchingGadgets:item.WG_Baubles:1, Steadfast Spaulders
WitchingGadgets:item.WG_Baubles:2, Berserker's Bracers
WitchingGadgets:item.WG_Baubles:3, Vambraces of Steady Progression
WitchingGadgets:item.WG_Baubles:4, Ring of the Covetous Coin
WitchingGadgets:item.WG_Baubles:4, Ring of the Covetous Coin
WitchingGadgets:item.WG_Baubles:4, Ring of the Covetous Coin
WitchingGadgets:item.WG_Baubles:5, Title: Crimson Cult
WitchingGadgets:item.WG_Baubles:6, Band of the Sniper
WitchingGadgets:item.WG_ScanCamera, Thaumic Iconograph Box
WitchingGadgets:item.WG_Bag:0, Bag of Tricks
WitchingGadgets:item.WG_Bag:1, Voidlinked Bag
WitchingGadgets:item.WG_Bag:2, Enderlinked Bag
WitchingGadgets:item.WG_Bag:3, Hungry Bag
WitchingGadgets:item.WG_Cloak:0, Cloak
WitchingGadgets:item.WG_Cloak:1, Spectral Mantle
WitchingGadgets:item.WG_Cloak:2, Cloak of Voluminous Pockets
WitchingGadgets:item.WG_Cloak:3, Wolven Cloak
WitchingGadgets:item.WG_Kama:0, Kama
WitchingGadgets:item.WG_Kama:1, Spectral Kama
WitchingGadgets:item.WG_Kama:2, Kama of Voluminous Pockets
WitchingGadgets:item.WG_Kama:3, Wolven Kama
WitchingGadgets:item.WG_PrimordialGlove, Primordial Gauntlet
WitchingGadgets:item.WG_PrimordialHammer, Primordial Warhammer
WitchingGadgets:item.WG_PrimordialAxe, Primordial Greataxe
WitchingGadgets:item.WG_PrimordialSword, Primordial Claymore
WitchingGadgets:item.WG_PrimordialHelm, Primordial Helm
WitchingGadgets:item.WG_PrimordialChest, Primordial Cuirass
WitchingGadgets:item.WG_PrimordialLegs, Primordial Greaves
WitchingGadgets:item.WG_PrimordialBoots, Primordial Boots
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
